"Text ID","Page ID","Language ID",Name,Description,Text
"102526","10161","1","Open Feedbacks Page Title","Title of page where the current users open feedbacks will be displayed","Thank You!"
"500811","10158","1","Seller label","","<strong>Feedback for:</strong>"
"102426","10159","1","Column Header for Date Auction Started ","Header text for the column that will display the date the auction started in the open feedbacks table","Started "
"102427","10159","1","Column Header for Date Auction Ended","Header text for the column that will display the date the auction ended in the open feedbacks table","Ended"
"102501","10159","1","Column label for Auction Id","Header text for the auction id column","Listing Title "
"102428","10159","1","Column Header for User You Are Leaving Feedback For","Header text for the column that will display the date the rated user in the open feedbacks table","User you are Rating "
"102429","10159","1","Leave Feedback Link","text allowing the user to leave feedback about the chosen auction","Leave Feedback"
"102432","10159","1","Leave Feedback Link","text allowing the user to leave feedback about the chosen auction","Feedback "
"500714","10","1","Edit image link","Can be an image tag, text, or whatever.","<img src=""{external file='images/buttons/edit.png'}"" alt=""Edit Image Info"" />"
"500715","10","1","Delete image link","text used in delete image, can be img tag or text or whatever.","<img src=""{external file='images/buttons/delete.png'}"" alt=""Delete Image"" />"
"1921","9","1","optional field 20 label","","Shipping &amp; Handling:"
"1735","1","1","optional field 20 label","","Shipping &amp; Handling:"
"1715","69","1","optional field 20 label","","Shipping &amp; Handling:"
"245","15","1","Registration Instructions page 1","The instructions that appear at the top of registration page 1","The ""Blue"" fields below are ""Required"":"
"500074","15","1","choose a state dropdown","","Select a State/Province"
"500075","15","1","choose a country dropdown","","Select a Country"
"773","15","1","Username Formatting Error","instructions explaining basic format for username","<br>* Username must be at least 6 characters but not more than 12. Your username may only contain numbers or letters or both. (All other symbols are invalid entries)"
"777","15","1","password error message","","<br>* Password must be at least 6 characters but no longer than 12. "
"782","15","1","Agreement Error Message","","You must agree to our Terms and Conditions of Use to continue."
"1911","9","1","optional field 15 label","","VIN:"
"1730","1","1","optional field 15 label","","VIN:"
"595","44","1","title column label in search results","This text appears in the column header of the title when displaying the results of a search","Title"
"200024","44","1","Auction or Classified Column Header","Auction or Classified","Type"
"597","44","1","price column header","Column header for the price field of the search results page","Price"
"922","3","1","optional field 1 column header","","optional&nbsp;field&nbsp;1"
"923","3","1","optional field 2 column header","","optional&nbsp;field&nbsp;2"
"924","3","1","optional field 3 column header","","optional&nbsp;field&nbsp;3"
"925","3","1","optional field 4 column header","","optional&nbsp;field&nbsp;4"
"926","3","1","optional field 5 column header","","optional&nbsp;field&nbsp;5"
"927","3","1","optional field 6 column header","","optional&nbsp;field&nbsp;6"
"928","3","1","optional field 7 column header","","optional&nbsp;field&nbsp;7"
"929","3","1","optional field 8 column header","","optional&nbsp;field&nbsp;8"
"930","3","1","optional field 9 column header","","optional&nbsp;field&nbsp;9"
"931","3","1","optional field 10 column header","","optional&nbsp;field&nbsp;10"
"1443","44","1","optional field 1 column header","","optional&nbsp;field&nbsp;1"
"1444","44","1","optional field 2 column header","","optional&nbsp;field&nbsp;2"
"1445","44","1","optional field 3 column header","","optional&nbsp;field&nbsp;3"
"1446","44","1","optional field 4 column header","","optional&nbsp;field&nbsp;4"
"1447","44","1","optional field 5 column header","","optional&nbsp;field&nbsp;5"
"1448","44","1","optional field 6 column header","","optional&nbsp;field&nbsp;6"
"1449","44","1","optional field 7 column header","","optional&nbsp;field&nbsp;7"
"1450","44","1","optional field 8 column header","","optional&nbsp;field&nbsp;8"
"1451","44","1","optional field 9 column header","","optional&nbsp;field&nbsp;9"
"1452","44","1","optional field 10 column header","","optional&nbsp;field&nbsp;10"
"1923","44","1","optional field 11 column header","","optional&nbsp;field&nbsp;11"
"1924","44","1","optional field 12 column header","","optional&nbsp;field&nbsp;12"
"1925","44","1","optional field 13 column header","","optional&nbsp;field&nbsp;13"
"1926","44","1","optional field 14 column header","","optional&nbsp;field&nbsp;14"
"1927","44","1","optional field 15 column header","","optional&nbsp;field&nbsp;15"
"1928","44","1","optional field 16 column header","","optional&nbsp;field&nbsp;16"
"1929","44","1","optional field 17 column header","","optional&nbsp;field&nbsp;17"
"1930","44","1","optional field 18 column header","","optional&nbsp;field&nbsp;18"
"1931","44","1","optional field 19 column header","","optional&nbsp;field&nbsp;19"
"1932","44","1","optional field 20 column header","","optional&nbsp;field&nbsp;20"
"200025","44","1","Auction Label for Auction or Classified Column","Auction","<img src=""{external file='images/listing_type_auction_icon.gif'}"" alt=""auction"" />"
"200026","44","1","Classified Label for Auction or Classified Column","Classified","<img src=""{external file='images/listing_type_classified_icon.gif'}"" alt=""classified"" />"
"1696","3","1","optional field 11 column header","","optional&nbsp;field&nbsp;11"
"1697","3","1","optional field 12 column header","","optional&nbsp;field&nbsp;12"
"1698","3","1","optional field 13 column header","","optional&nbsp;field&nbsp;13"
"1699","3","1","optional field 14 column header","","optional&nbsp;field&nbsp;14"
"1700","3","1","optional field 15 column header","","optional&nbsp;field&nbsp;15"
"1701","3","1","optional field 16 column header","","optional&nbsp;field&nbsp;16"
"1702","3","1","optional field 17 column header","","optional&nbsp;field&nbsp;17"
"1703","3","1","optional field 18 column header","","optional&nbsp;field&nbsp;18"
"1704","3","1","optional field 19 column header","","optional&nbsp;field&nbsp;19"
"1705","3","1","optional field 20 column header","","optional&nbsp;field&nbsp;20"
"2411","157","1","previous link","","<img src=""{external file='images/buttons/btn_pop_previous.gif'}"" alt=""Previous"" />"
"2412","157","1","next link","","<img src=""{external file='images/buttons/btn_pop_next.gif'}"" alt=""Next"" />"
"500289","10203","1","Payment Choice label - Paypal","","<img src=""{external file='images/paypal_logo.gif'}"" alt=""PayPal"" />"
"500760","157","1","Play Slideshow link","","<img src=""{external file='images/buttons/lightbox_play.gif'}"" alt=""Play Slideshow"" />"
"500761","157","1","Pause Slideshow link","","<img src=""{external file='images/buttons/lightbox_pause.gif'}"" alt=""Pause Slideshow"" />"
"500151","39","1","Validating Login","This text is displayed while the system validates the login credentials.","<input alt=""Validating login credentials, please wait. If page does not automatically re-load after a few seconds, click here to re-load."" name=""force_validation"" src=""{external file='images/loading.gif'}"" type=""image"" value=""Submit Validation Results"" /> <br /> Validating Login Credentials... "
"500154","15","1","Validating Registration Details","Text to display on the page that validates the registration details, once the details are submitted.","<div style=""width: auto; margin: auto; text-align: center;""><input alt=""Validating login credentials, please wait. If page does not automatically re-load after a few seconds, click here to re-load."" name=""force_validation"" src=""{external file='images/loading.gif'}"" type=""image"" value=""Submit Validation Results"" /> <br /> Validating Login Credentials... </div>"
"500157","19","1","Validating Registration Code","Text to display on the page that validates the promotion code.","<div style=""text-align: center; width: auto; margin: auto;""><input alt=""Validating login credentials, please wait. If page does not automatically re-load after a few seconds, click here to re-load."" name=""force_validation"" src=""{external file='images/loading.gif'}"" type=""image"" value=""Submit Validation Results"" /> <br /> Verifying Selection... </div>"
"102826","1","1","Feedback Score Description","Breakdown of the Feedback Score","<div style=""padding: 0px 15px 15px 15px;""> <p><strong>Feedback Ratings</strong><br /> The feedack rating system allows the winning bidder and seller to rate each other on how well the seller represented and delivered his/her product, and the timeliness of the buyer's payment. At the conclusion of the auction, the winning bidder and seller can log in to their personal admin page, and provide a feedback comment and rating on that transaction. They will choose from one of the following three rating types:</p> <div id=""help_info_column""> <div class=""content_box""> <ul class=""info""> <li class=""left""><img alt="""" src=""{external file='images/feedback/fdbk_arw_pos.gif'}"" /></li> <li class=""right"">1 point for each positive rating</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/fdbk_arw_neut.gif'}"" /></li> <li class=""right"">0 points for each neutral rating</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/fdbk_arw_neg.gif'}"" /></li> <li class=""right"">-1 point for each negative rating</li> </ul> <div class=""clr""></div> </div> </div> <p><strong>Feedback Totals</strong><br /> Points are automatically totalled and a star icon will appear next to the seller's username indicating their status as a user of the site. A different color star will appear each time the seller passes to a different feedback rating level as indicated by the following chart:</p> <div id=""help_info_column""> <div class=""content_box""> <ul class=""info""> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_black2.gif'}"" /></li> <li class=""right"">negative points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_gray2.gif'}"" /></li> <li class=""right"">no points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_ltblue2.gif'}"" /></li> <li class=""right"">1 to 49 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_purple2.gif'}"" /></li> <li class=""right"">50 to 99 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_green2.gif'}"" /></li> <li class=""right"">100 to 249 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_blue2.gif'}"" /></li> <li class=""right"">250 to 499 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_orange2.gif'}"" /></li> <li class=""right"">500 to 999 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_red2.gif'}"" /></li> <li class=""right"">1,000 to 2,499 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_green2_glow.gif'}"" /></li> <li class=""right"">2,500 to 4,999 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_blue2_glow.gif'}"" /></li> <li class=""right"">5,000 to 7,499 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_orange2_glow.gif'}"" /></li> <li class=""right"">7,500 to 9,999 points</li> <li class=""left""><img alt="""" src=""{external file='images/feedback/star_red2_glow.gif'}"" /></li> <li class=""right"">10,000 points and higher</li> </ul> <div class=""clr""></div> </div> </div> </div>"
"245","15","1","Registration Instructions","The instructions that appear at the top of registration page","( * ) indicates required fields"
"102467","10171","1","Description of Bid History Page","",""
"102442","10163","1","You Have Chosen the Buy Now Option Message","","You have chosen the ""Buy Now"" option to purchase this item. If you wish to proceed and make an immediate purchase of this item at the price listed below, please click the ""Buy Now"" button. This will close the auction allowing you and the seller to complete the transaction. <br />"
"500215","37","1","Paypal e-mail edit button txt","Set as ""value"" to the paypal edit button, so must not have any quotes.","Click to Edit"
""
"Changes for version 5.2.0 +"
"2009","115","1","Recommended Vote","","<img src=""{external file='images/thumbs_up.gif'}"" alt="""" />"
"2010","115","1","OK Vote","","<img src=""{external file='images/thumbs_neut.gif'}"" alt="""" />"
"2011","115","1","Not Recommend Vote","","<img src=""{external file='images/thumbs_down.gif'}"" alt="""" />"
"161","10","1","Page Title","","Media"
"500501","10202","1","STEP LABEL: media collection","","Media"
"492","31","1","edit images link text","","Edit Media"
"167","10","1","New Classified Legacy Image Upload Description","instructions at the top of the legacy image collection form explaining the ways to display images on their listing","Use this section to upload photo(s) to be shown in your listing. Each row in the form below will let you ""upload"" a photo by simply clicking the ""browse"" button to search your hard drive or floppy disk for the desired photo.   <br /><br /><strong>Note:</strong> The photo placed in the field marked with a * will be the photo shown as a thumbnail to visitors while browsing. <br /><br /><strong>Tip:</strong> The text box to the right of each photo allows you to give each photo its own title.<br /><br />"
"500374","10","1","Edit Listing Legacy Image Upload Description","","Use this section to upload new photo(s) or remove existing ones to be shown in your listing. Each row in the form below will let you ""upload"" a photo by simply clicking the ""browse"" button to search your hard drive or floppy disk for the desired photo.  <br /><br />If you add new photos, those photos will not be ""live"" on your listing until the edit process has completed and the edit approved.  If, on the other hand, you remove an existing photo, that photo will be <strong>removed from the live listing  immediately</strong>. <br /><br /><strong>Note:</strong> The photo placed in the field marked with a * will be the photo shown as a thumbnail to visitors while browsing. <br /><br /><strong>Tip:</strong> The text box to the right of each photo allows you to give each photo its own title.<br /><br />"
"500381","10","1","New Auction Legacy Image Upload Description","","Use this section to upload photo(s) to be shown in your auction. Each row in the form below will let you ""upload"" a photo by simply clicking the ""browse"" button to search your hard drive or floppy disk for the desired photo.   <br /><br /><strong>Note:</strong> The photo placed in the field marked with a * will be the photo shown as a thumbnail to visitors while browsing. <br /><br /><strong>Tip:</strong> The text box to the right of each photo allows you to give each photo its own title.<br /><br />"
"500716","10","1","New Classified image upload description/instructions","","Use this section to upload photo(s) to be shown in your listing.  Upload one image at a time, by selecting the file to upload, enter the file title (if one is desired), then click the upload button. <br /><br /> <strong>Note:</strong> The photo in the first slot will be the photo shown as a thumbnail to visitors while browsing. <br /><br /> <strong>Tip:</strong>  You can change the order of the images by clicking and dragging on the title bar for that image slot.  You can also switch out which photo will be used for the lead photo this way, to change which is used for the thumbnail while users browse the site."
"500717","10","1","New Auction image upload description/instructions","","Use this section to upload photo(s) to be shown in your listing.  Upload one image at a time, by selecting the file to upload, enter the file title (if one is desired), then click the upload button. <br /><br /> <strong>Note:</strong> The photo in the first slot will be the photo shown as a thumbnail to visitors while browsing. <br /><br /> <strong>Tip:</strong>  You can change the order of the images by clicking and dragging on the title bar for that image slot.  You can also switch out which photo will be used for the lead photo this way, to change which is used for the thumbnail while users browse the site."
"500694","10","1","session error: no longer on media collection step","","Processing failed, you are no longer on the media collection step."
""
"Changes for version 6.0.0 +"
"200172","9","1","Auction Type Help","Describes Auction Type","<p><strong>Auction Types</strong><br /> Every auction on this site will either be a ""standard auction"", a ""dutch auction"", or a ""reverse auction"". When the seller only has one item to list in the auction, it will be a ""standard auction"". Typically, when the seller has two or more of an identical item, it will be a ""dutch auction"".  If the auction is for a job that needs to be done, and bidders would be for the amount they would charge to do that job, it will be a ""reverse auction"". These auction types are described below:</p><p><strong>Standard Auction</strong><br />In a standard auction all bidders bid against each other, and the highest bidder at the end of the auction is the winner of the item, assuming the winning bid has surpassed the ""reserve amount"" as specified by the seller when the seller listed the auction. In a standard auction there is only ONE winning bidder.</p><p><strong>Dutch Auction</strong><br /> In a dutch auction the seller is offering two or more of an identical item for auction. Unlike a standard auction, a dutch auction MAY HAVE MORE THAN ONE winning bidder.</p><p>Each bidder bids on either all, or a desired number of the auction items, and indicates the price that he/she is willing to pay for each of item. At the end of the auction, all winning bidders will pay the same price for each of their items, which is the lowest qualifying (successful) bid. If there are more successful bids than items available, priority goes to the bidders who submitted their bids first.</p><p>In order to beat another bidder, a bid must simply have a higher total bid price per item than the other bids, regardless on the number of items that are being bid on.</p><p>Here is an example of how this might work: <br /><br />The seller listed a dutch auction with 5 identical items.</p><ul><li>Bidder ""A"" placed a bid for 2 items at $20 each.</li><li>Bidder ""B"" placed a bid for 4 items at $21 each.</li></ul><p>The outcome of this auction would be:</p><ul><li>Bidder ""B"" wins 4 items at $20 each</li><li>Bidder ""A"" wins 1 item at $20 each</li></ul><p>The $20 price is because the lowest successful bid was $20. The total items were awarded based upon Bidder B's willingness to bid a higher dollar amount than Bidder A.</p><p>Since Bidder ""A"" was only awarded ""1"" item, and his original bid was for ""2"" items, he has the right to refuse the purchase of that partial order.</p><p>So, as a winning bidder, you have the right to refuse paying if you are only awarded a partial number of the items you were bidding on.</p><p><strong>Reverse Auction</strong><br /> In a reverse auction all bidders bid against each other and the lowest bidder wins the auction. The bidder in a reverse auction is usually bidding to provide a service or fulfill a contract so in this case they win to provide the service or fulfill the contract. You as the one posting the reverse auction has the ability to place a reserve price on the auction. This forces the winner to beat your reserve price (bid at or below it) to win the auction. If the reserve price is not beat the auction will not close successfully and there will be no winner. You also can determine the starting price (maximum price) at which bidding will start. The first bid must be less than or equal to the maximum price set for the auction.</p>"
"103056","1","1","Auction Type Help","Describes Auction Type","<p><strong>Auction Types</strong><br /> Every auction on this site will either be a ""standard auction"", a ""dutch auction"", or a ""reverse auction"". When the seller only has one item to list in the auction, it will be a ""standard auction"". Typically, when the seller has two or more of an identical item, it will be a ""dutch auction"". If the auction is for a job that needs to be done, and bidders would be for the amount they would charge to do that job, it will be a ""reverse auction"". These auction types are described below:</p><p><strong>Standard Auction</strong><br />In a standard auction all bidders bid against each other, and the highest bidder at the end of the auction is the winner of the item, assuming the winning bid has surpassed the ""reserve amount"" as specified by the seller when the seller listed the auction. In a standard auction there is only ONE winning bidder.</p><p><strong>Dutch Auction</strong><br /> In a dutch auction the seller is offering two or more of an identical item for auction. Unlike a standard auction, a dutch auction MAY HAVE MORE THAN ONE winning bidder.</p><p>Each bidder bids on either all, or a desired number of the auction items, and indicates the price that he/she is willing to pay for each of item. At the end of the auction, all winning bidders will pay the same price for each of their items, which is the lowest qualifying (successful) bid. If there are more successful bids than items available, priority goes to the bidders who submitted their bids first.</p><p>In order to beat another bidder, a bid must simply have a higher total bid price per item than the other bids, regardless on the number of items that are being bid on.</p><p>Here is an example of how this might work: <br /><br />The seller listed a dutch auction with 5 identical items.</p><ul><li>Bidder ""A"" placed a bid for 2 items at $20 each.</li><li>Bidder ""B"" placed a bid for 4 items at $21 each.</li></ul><p>The outcome of this auction would be:</p><ul><li>Bidder ""B"" wins 4 items at $20 each</li><li>Bidder ""A"" wins 1 item at $20 each</li></ul><p>The $20 price is because the lowest successful bid was $20. The total items were awarded based upon Bidder B's willingness to bid a higher dollar amount than Bidder A.</p><p>Since Bidder ""A"" was only awarded ""1"" item, and his original bid was for ""2"" items, he has the right to refuse the purchase of that partial order.</p><p>So, as a winning bidder, you have the right to refuse paying if you are only awarded a partial number of the items you were bidding on.</p><p><strong>Reverse Auction</strong><br /> In a reverse auction all bidders bid against each other and the lowest bidder wins the auction. The bidder in a reverse auction is usually bidding to provide a service or fulfill a contract so in this case they win to provide the service or fulfill the contract. You as the one posting the reverse auction has the ability to place a reserve price on the auction. This forces the winner to beat your reserve price (bid at or below it) to win the auction. If the reserve price is not beat the auction will not close successfully and there will be no winner. You also can determine the starting price (maximum price) at which bidding will start. The first bid must be less than or equal to the maximum price set for the auction.</p>"
""
"Changes for version 7.1.0 +"
"102707","1","1","Standard Auction Label","","Standard"
"102708","1","1","Dutch Auction Label","","Dutch"
"500981","1","1","Reverse auction type","","Reverse"
"500192","1","1","Purchase with Paypal","Text for Purchase using Paypal link (only displayed to winning bidder)","<img alt=""Paypal Payment"" src=""https://www.paypal.com/en_US/i/btn/x-click-but6.gif"" style=""width: 100px; height: 36px;"" />"
"103113","69","1","No Bids Message","","No Bids"
"2289","1","1","Vote On This Listing Link","","Vote Now"
"2290","1","1","View Votes and Comments Links","","Show Votes"
"102717","1","1","Sellers Feedback Link","","Show"
"102704","1","1","Seller Rating Label","Displays the rating of the seller","Seller Feedback:"
"103193","1","1","Hours Left","","hr(s)"
"103194","1","1","Minutes Left","","min(s)"
"103195","1","1","Seconds Left","","sec(s)"
"500069","1","1","Additional Text 17","","Member Since: "
"500054","1","1","Additional Text 2","","Featured Listings"
"500811","10158","1","Seller label","","Feedback for:"
"102469","10171","1","Bid Date","Bid date header","Bid Date"
"102470","10171","1","Bid Amount","Bid Amount Header","Bid Amount"
"102471","10171","1","Bidder Header","","Bidder"
"102706","1","1","Bid History Label","","Bid History"
"1071","60","1","No Listings to Display","","NO NEW LISTINGS TO DISPLAY"
"500953","61","1","No Listings to Display","","NO NEW LISTINGS TO DISPLAY"
"19","3","1","Title Column Header","This text appears in the header of the column displaying the listings title while browsing ","Title"
"27","3","1","Price Column Header","column header for the price when displayed while browsing","Price"
"1199","3","1","City Column Header","","City"
"1200","3","1","State Column Header","","State"
"1201","3","1","Country Column Header","","Country"
"1202","3","1","Zip Column Header","","Zip"
"922","3","1","optional field 1 column header","","optional field 1"
"923","3","1","optional field 2 column header","","optional field 2"
"924","3","1","optional field 3 column header","","optional field 3"
"925","3","1","optional field 4 column header","","optional field 4"
"926","3","1","optional field 5 column header","","optional field 5"
"927","3","1","optional field 6 column header","","optional field 6"
"928","3","1","optional field 7 column header","","optional field 7"
"929","3","1","optional field 8 column header","","optional field 8"
"930","3","1","optional field 9 column header","","optional field 9"
"931","3","1","optional field 10 column header","","optional field 10"
"1696","3","1","optional field 11 column header","","optional field 11"
"1697","3","1","optional field 12 column header","","optional field 12"
"1698","3","1","optional field 13 column header","","optional field 13"
"1699","3","1","optional field 14 column header","","optional field 14"
"1700","3","1","optional field 15 column header","","optional field 15"
"1701","3","1","optional field 16 column header","","optional field 16"
"1702","3","1","optional field 17 column header","","optional field 17"
"1703","3","1","optional field 18 column header","","optional field 18"
"1704","3","1","optional field 19 column header","","optional field 19"
"1705","3","1","optional field 20 column header","","optional field 20"
"1335","64","1","City Column Header","","City"
"1336","64","1","State Column Header","","State"
"1337","64","1","Country Column Header","","Country"
"1338","64","1","Zip Column Header","","Zip"
"894","64","1","Title Column Header","","Title"
"896","64","1","Price Column Header","","Price"
"102537","64","1","Display Number of Bids Header","Displays the number of bids","Bids"
"102538","64","1","Display Time Left Header","Displays the time left","Time Left"
"595","44","1","title column label in search results","This text appears in the column header of the title when displaying the results of a search","Title"
"597","44","1","price column header","Column header for the price field of the search results page","Price"
"200024","44","1","Auction or Classified Column Header","Auction or Classified","Type"
"1443","44","1","optional field 1 column header","","optional field 1"
"1444","44","1","optional field 2 column header","","optional field 2"
"1445","44","1","optional field 3 column header","","optional field 3"
"1446","44","1","optional field 4 column header","","optional field 4"
"1447","44","1","optional field 5 column header","","optional field 5"
"1448","44","1","optional field 6 column header","","optional field 6"
"1449","44","1","optional field 7 column header","","optional field 7"
"1450","44","1","optional field 8 column header","","optional field 8"
"1451","44","1","optional field 9 column header","","optional field 9"
"1452","44","1","optional field 10 column header","","optional field 10"
"1923","44","1","optional field 11 column header","","optional field 11"
"1924","44","1","optional field 12 column header","","optional field 12"
"1925","44","1","optional field 13 column header","","optional field 13"
"1926","44","1","optional field 14 column header","","optional field 14"
"1927","44","1","optional field 15 column header","","optional field 15"
"1928","44","1","optional field 16 column header","","optional field 16"
"1929","44","1","optional field 17 column header","","optional field 17"
"1930","44","1","optional field 18 column header","","optional field 18"
"1931","44","1","optional field 19 column header","","optional field 19"
"1932","44","1","optional field 20 column header","","optional field 20"
"573","44","1","Search for","label for the text search field on the search page","Enter Keyword(s) or Item Number"
"500055","1","1","Additional Text 3","","Advertisement"
"500058","1","1","Additional Text 6","","Popularity"
"500059","1","1","Additional Text 7","","Seller's Comments and Description:"
"500065","1","1","Additional Text 13","","Info"
"500070","1","1","Additional Text 18","","Location"
"500071","1","1","Additional Text 19","","Seller Notes"
"500072","1","1","Additional Text 20","","Find Similar"
